State,Year,Month,ActivityLevel,Temp,Precipitation,PMDI
Oklahoma,2012,12,1,62.1,3.49,-2.96
Kansas,2012,12,4,55.2,1.86,-1.29
Nebraska,2012,12,1,47.5,2.8,3.82
Iowa,2012,12,2,47.6,3.81,4.04
Missouri,2012,12,5,56.8,7.6,3.54
Arkansas,2012,12,1,63.5,10.6,0.09
Louisiana,2012,12,10,70.5,2.5,-4.3
Mississippi,2012,12,10,67,6.34,-1.82
Tennessee,2012,12,10,61,9.83,2.23
Kentucky,2012,12,1,58.8,12.07,3.35
Illinois,2012,12,6,53.1,7.62,3.18
Wisconsin,2012,12,1,41.7,3.71,3.54
Michigan,2012,12,2,42,5.44,1.96
Indiana,2012,12,4,53,9.61,2.92
Ohio,2012,12,5,52.1,7.63,3.09
Pennsylvania,2012,12,1,49.7,8.06,3.81
New York,2012,12,1,45,6.78,4.07
Maine,2012,12,1,39,4.75,2.79
New Hampshire,2012,12,1,42.4,5.42,2.14
Vermont,2012,12,1,41.7,6.22,4.09
Massachusetts,2012,12,3,47.7,5.36,1.19
Connecticut,2012,12,1,48.9,5.52,0.85
Rhode Island,2012,12,2,49.1,5.35,-0.35
New Jersey,2012,12,3,53.9,5.68,0.96
Delaware,2012,12,4,57.2,3.31,-2.26
Maryland,2012,12,1,56.7,4.77,0.28
West Virginia,2012,12,1,55,7.59,2.19
Virginia,2012,12,6,58.2,4.75,-0.03
North Carolina,2012,12,10,61.5,3.63,-1.8
South Carolina,2012,12,10,65.1,2.87,-3.37
Georgia,2012,12,9,65.8,2.84,-2.78
Alabama,2012,12,10,65.7,5.08,-1.55
Florida,2012,12,3,73,2.17,-3.31
California,2013,1,2,57.6,1.44,2.82
Oregon,2013,1,6,46.5,3.4,4.17
Washington,2013,1,7,48.6,4.09,4.64
Montana,2013,1,1,47.1,5.7,7.14
Idaho,2013,1,5,45.8,3.15,4.19
North Dakota,2013,1,8,50.9,4.06,8.42
Nevada,2013,1,4,50.8,1.53,3.53
Arizona,2013,1,6,63.3,0.28,-2.54
Utah,2013,1,10,50.8,2.81,4.88
South Dakota,2013,1,5,53,4.5,8.07
Wyoming,2013,1,10,44.2,4.59,4.87
Minnesota,2013,1,10,53.6,4.14,4.33
Colorado,2013,1,8,49.3,2.57,0.8
New Mexico,2013,1,8,59.6,0.23,-4.36
Texas,2013,1,10,74.1,1.56,-5.39
Oklahoma,2013,1,8,67.7,4.47,-3.03
Kansas,2013,1,10,62.6,3.44,-1.39
Nebraska,2013,1,10,56,5.43,4.8
Iowa,2013,1,8,59.1,5,4.15
Missouri,2013,1,10,62.8,6.36,3.83
Arkansas,2013,1,8,67.3,8.31,2.09
Louisiana,2013,1,10,73.7,1.51,-4.99
Mississippi,2013,1,10,70.6,1.99,-2.77
Tennessee,2013,1,10,65.7,5.02,2.23
Kentucky,2013,1,3,64.2,6.75,3.82
Illinois,2013,1,10,62.1,5.28,3.3
Wisconsin,2013,1,7,54,3.05,2.79
Michigan,2013,1,9,55,4.26,2.38
Indiana,2013,1,10,62.1,6.51,3.45
Ohio,2013,1,9,61.7,6.55,3.81
Pennsylvania,2013,1,3,61,5.7,3.87
New York,2013,1,6,58,6.17,4.61
Maine,2013,1,4,51.9,5.49,3.29
New Hampshire,2013,1,5,55.8,5.09,2.52
Vermont,2013,1,7,56.2,6.77,4.66
Massachusetts,2013,1,7,58.5,3.67,0.52
Connecticut,2013,1,8,59.7,4.87,0.9
Rhode Island,2013,1,8,58.9,3.4,-0.61
New Jersey,2013,1,10,63.7,3.77,0.46
Delaware,2013,1,10,66.4,2.39,-2.67
Maryland,2013,1,5,65.8,3.2,-0.65
West Virginia,2013,1,8,62,5.15,2.27
Virginia,2013,1,10,64.9,4.33,0.23
North Carolina,2013,1,10,67.6,3.14,-2.33
South Carolina,2013,1,6,71.3,2.95,-3.32
Georgia,2013,1,9,71.3,1.15,-3.49
Alabama,2013,1,10,69.9,1.64,-2.64
Florida,2013,1,6,76.2,1.61,-3.97
California,2013,2,10,66.9,0.92,3.42
Oregon,2013,2,8,54.9,1.45,3.82
Washington,2013,2,6,55.5,1.44,3.91
Montana,2013,2,2,56.3,3.36,6.97
Idaho,2013,2,5,54,1.96,4.02
North Dakota,2013,2,4,62.4,3.89,8.45
Nevada,2013,2,6,62.4,0.55,3.99
Arizona,2013,2,8,75.7,0.02,-3.09
Utah,2013,2,10,63.3,0.54,5.08
South Dakota,2013,2,6,64.7,4.52,8.31
Wyoming,2013,2,8,56.4,1.59,4.32
Minnesota,2013,2,6,63.4,4.18,4.04
Colorado,2013,2,8,62.9,0.94,0.45
New Mexico,2013,2,7,73.1,0.17,-5.25
Texas,2013,2,10,85.2,0.98,-6.56
Oklahoma,2013,2,10,83.4,1.17,-4.17
Kansas,2013,2,10,76.8,2.66,-1.95
Nebraska,2013,2,10,68.2,3.99,4.69
Iowa,2013,2,4,69.6,6.19,4.37
Missouri,2013,2,10,75.9,4.08,2.84
Arkansas,2013,2,7,81.7,1.67,0.05
Louisiana,2013,2,8,83.8,3.3,-5.35
Mississippi,2013,2,7,82.2,3.26,-3.11
Tennessee,2013,2,4,76.5,5.68,2.55
Kentucky,2013,2,3,74.2,5.36,3.85
Illinois,2013,2,7,72.9,6.69,3.96
Wisconsin,2013,2,5,64.3,4.22,2.57
Michigan,2013,2,7,64.2,3.65,2.27
Indiana,2013,2,7,72.2,5.23,3.52
Ohio,2013,2,4,70.4,3.81,3.14
Pennsylvania,2013,2,1,68.1,3.18,2.24
New York,2013,2,4,65.1,4.25,4.35
Maine,2013,2,1,60.2,4.06,3.15
New Hampshire,2013,2,1,62.1,4.44,2.47
Vermont,2013,2,10,62,4.96,4.62
Massachusetts,2013,2,4,65.2,5.45,1.44
Connecticut,2013,2,5,66.9,6.15,1.6
Rhode Island,2013,2,4,66.2,4.41,-0.08
New Jersey,2013,2,10,71.9,3.43,0.03
Delaware,2013,2,8,74.3,1.86,-3.26
Maryland,2013,2,4,74,2.54,-1.77
West Virginia,2013,2,6,69.5,4.05,1.67
Virginia,2013,2,9,73.4,3.28,-0.31
North Carolina,2013,2,4,77,3.14,-2.79
South Carolina,2013,2,2,80.8,2.62,-3.92
Georgia,2013,2,4,81.1,3.63,-3.91
Alabama,2013,2,7,81.3,3.55,-2.99
Florida,2013,2,4,82.1,4.74,-4.64
California,2013,3,2,74.2,0.22,3.84
California,2013,3,1,75.2,0.1,3.5
Oregon,2013,3,4,62.7,0.67,3.89
Oregon,2013,3,1,66.1,0.08,3.09
Washington,2013,3,3,61,1.06,3.98
Washington,2013,3,1,64.9,0.2,2.76
Montana,2013,3,1,66.6,1.39,6.63
Montana,2013,3,1,66.8,0.77,5.44
Idaho,2013,3,1,64.3,0.55,3.89
Idaho,2013,3,1,66.1,0.51,2.99
North Dakota,2013,3,2,71.1,3.79,9.38
North Dakota,2013,3,1,68.6,2.46,9.49
Nevada,2013,3,7,71.9,0.5,4.48
Nevada,2013,3,3,72.5,0.23,3.5
Arizona,2013,3,4,80.8,1.76,-2.91
Arizona,2013,3,1,82.2,1.28,-3.48
Utah,2013,3,5,71.8,1.72,6.08
Utah,2013,3,2,72.5,0.96,5.7
South Dakota,2013,3,3,75.9,3.15,8.8
South Dakota,2013,3,3,71.6,2.32,8.86
Wyoming,2013,3,1,67.3,1.01,4.08
Wyoming,2013,3,1,66.4,0.81,2.96
Minnesota,2013,3,3,72.7,4.68,4.24
Minnesota,2013,3,1,68.2,2.73,2.88
Colorado,2013,3,4,70,2.54,0.85
Colorado,2013,3,2,69.2,1.6,0.38
New Mexico,2013,3,1,76.6,1.7,-5.65
New Mexico,2013,3,1,76.1,1.84,-6.04
Texas,2013,3,5,87,0.74,-7.32
Texas,2013,3,3,88.2,0.74,-7.86
Oklahoma,2013,3,1,89.2,0.79,-5.41
Oklahoma,2013,3,1,87.7,2.36,-5.61
Kansas,2013,3,3,84.9,2.59,-2.48
Kansas,2013,3,1,80.9,3.33,-2.59
Nebraska,2013,3,4,77.7,3.71,5.1
Nebraska,2013,3,1,73.9,3.56,5.52
Iowa,2013,3,1,78,3.4,3.37
Iowa,2013,3,1,72,3.02,2.17
Missouri,2013,3,3,82.7,2.48,1.18
Missouri,2013,3,1,77.8,3.92,0.58
Arkansas,2013,3,1,84.7,2.02,-2.1
Arkansas,2013,3,1,83.1,4.26,-2.04
Louisiana,2013,3,3,84.1,6.16,-5
Louisiana,2013,3,3,86.7,1.71,-5.91
Mississippi,2013,3,5,82.9,5.69,-2.95
Mississippi,2013,3,2,83,2.31,-3.53
Tennessee,2013,3,1,80,3.17,0.9
Tennessee,2013,3,2,77.8,1.58,-1.39
Kentucky,2013,3,2,79.5,3.94,2.66
Kentucky,2013,3,1,75.8,2.31,1
Illinois,2013,3,5,79.9,3.61,3.22
Illinois,2013,3,4,74.8,1.87,1.32
Wisconsin,2013,3,1,73.2,4.61,2.86
Wisconsin,2013,3,1,68.3,3.04,1.53
Michigan,2013,3,5,72.7,2.99,1.89
Michigan,2013,3,3,68.3,3.16,1.07
Indiana,2013,3,5,78.8,2.74,1.74
Indiana,2013,3,1,73.1,2.55,0.38
Ohio,2013,3,3,77.3,3.8,2.1
Ohio,2013,3,1,71.9,3.93,2.04
Pennsylvania,2013,3,1,74.3,2.98,0.02
Pennsylvania,2013,3,1,69.4,6.88,2.51
New York,2013,3,3,71.4,2.55,2.27
New York,2013,3,1,67.6,7.76,5.09
Maine,2013,3,1,67.6,3.69,2.64
Maine,2013,3,1,64.9,7.44,4.27
New Hampshire,2013,3,1,69.1,2.69,0.8
New Hampshire,2013,3,1,66.2,9.09,3.75
Vermont,2013,3,6,68.5,3.43,3.26
Vermont,2013,3,3,65.8,10.08,6.13
Massachusetts,2013,3,2,72.8,2.51,0.02
Massachusetts,2013,3,3,69.8,9.48,2.73
Connecticut,2013,3,2,74.1,2.17,-0.21
Connecticut,2013,3,1,70.8,11.56,2.99
Rhode Island,2013,3,1,73.8,2.73,-0.3
Rhode Island,2013,3,1,71.3,8.18,0.92
New Jersey,2013,3,4,78.4,4.12,-0.52
New Jersey,2013,3,5,73.5,15.67,3.36
Delaware,2013,3,2,80.6,3.7,-3.66
Delaware,2013,3,1,75.5,10.07,-0.33
Maryland,2013,3,3,79.6,3.29,-2.36
Maryland,2013,3,4,75.1,8.86,0.83
West Virginia,2013,3,1,74.9,3.91,0
West Virginia,2013,3,2,71.6,3.81,-0.81
Virginia,2013,3,7,77.9,4.16,-0.99
Virginia,2013,3,5,74.9,5.14,-0.54
North Carolina,2013,3,1,80,4.34,-3.47
North Carolina,2013,3,2,77.7,6.98,-2.68
South Carolina,2013,3,2,82.8,3.89,-4.45
South Carolina,2013,3,3,81.4,4.27,-4.76
Georgia,2013,3,4,81.9,4.54,-4.29
Georgia,2013,3,1,82.2,2.44,-5.26
Alabama,2013,3,4,81.7,5.52,-3.03
Alabama,2013,3,2,81.8,2.05,-3.87
Florida,2013,3,1,82.6,6.96,-4.82
Florida,2013,3,2,83.7,6.65,-5.13
California,2013,5,1,72.3,0.28,2.62
Oregon,2013,5,1,62.6,0.23,1.06
Washington,2013,5,1,61,1.29,1.39
Montana,2013,5,1,58.3,0.47,2.98
Idaho,2013,5,1,59.6,0.39,1.06
North Dakota,2013,5,1,58.3,1.49,8.7
Nevada,2013,5,1,65.6,0.48,2.71
Arizona,2013,5,1,74.6,1.31,-3.12
Utah,2013,5,1,63.2,0.96,5.09
South Dakota,2013,5,1,59.9,0.63,7.13
Wyoming,2013,5,1,56.4,0.54,1.01
Minnesota,2013,5,1,57.5,1.21,0.64
Colorado,2013,5,1,58.5,1.27,-0.5
New Mexico,2013,5,1,66.3,1.66,-5.62
Texas,2013,5,1,77.9,1.14,-8.05
Oklahoma,2013,5,1,71.1,1.72,-5.59
Kansas,2013,5,1,66.2,1.27,-2.99
Nebraska,2013,5,1,60.6,0.88,4.03
Iowa,2013,5,1,60.2,1.68,0.45
Missouri,2013,5,1,64.8,2.58,-0.46
Arkansas,2013,5,1,70.3,2.49,-2.43
Louisiana,2013,5,1,76.1,7,-3.7
Mississippi,2013,5,1,72.5,7.98,-0.03
Tennessee,2013,5,1,68.1,6.56,0.95
Kentucky,2013,5,1,66.9,5.89,2.94
Illinois,2013,5,1,63.6,3.56,1.37
Wisconsin,2013,5,1,57.3,3.08,0.74
Michigan,2013,5,1,58.7,3.72,1.01
Indiana,2013,5,1,63.6,5.31,2.19
Ohio,2013,5,1,64.2,5.89,3.64
Pennsylvania,2013,5,1,64.4,10.1,5.4
New York,2013,5,1,62.6,7.12,6.32
Maine,2013,5,1,59,3.89,4.01
New Hampshire,2013,5,1,61,6.03,4.32
Vermont,2013,5,3,60.8,6.11,6.49
Massachusetts,2013,5,1,64.9,7.26,3.64
Connecticut,2013,5,1,66.4,7.78,3.8
Rhode Island,2013,5,1,66.5,6.37,2.11
New Jersey,2013,5,2,68.9,7.12,4.12
Delaware,2013,5,1,70.7,4.18,0.35
Maryland,2013,5,1,69,8.03,2.76
West Virginia,2013,5,1,65.1,6.43,1.93
Virginia,2013,5,1,68.2,6.83,1.23
North Carolina,2013,5,1,71,5.36,-1.81
South Carolina,2013,5,1,74.1,4.27,-4.49
Georgia,2013,5,1,73.7,3.86,-4.92
Alabama,2013,5,1,72.1,7.21,-1.19
Florida,2013,5,1,79.7,5.53,-5.19
California,2013,6,1,61.4,1.54,2.48
California,2013,6,1,48.2,1.69,1.34
Oregon,2013,6,1,49,2.06,0.24
Oregon,2013,6,1,37,3.54,-0.79
Washington,2013,6,1,47.2,3.34,0.67
Washington,2013,6,1,35.3,6.1,0.59
Montana,2013,6,1,45.9,1.99,3.37
Montana,2013,6,1,30,1.08,2.7
Idaho,2013,6,1,45.4,2.83,2.02
Idaho,2013,6,1,30.5,1.99,1.31
North Dakota,2013,6,1,48.4,1.06,7.71
North Dakota,2013,6,1,30.5,0.16,6.25
Nevada,2013,6,1,52.4,0.93,2.53
Nevada,2013,6,1,37.6,0.38,1.28
Arizona,2013,6,1,62.8,0.67,-3.11
Arizona,2013,6,1,49.4,0.92,-2.62
Utah,2013,6,1,50.1,1.42,4.76
Utah,2013,6,1,36.1,0.9,3.91
South Dakota,2013,6,1,51.3,1.11,6.1
South Dakota,2013,6,1,34.4,0.24,4.67
Wyoming,2013,6,1,44.8,1.8,1.68
Wyoming,2013,6,1,28.8,1.36,2.02
Minnesota,2013,6,1,49.9,0.98,-1.35
Minnesota,2013,6,1,32.9,0.34,-2.76
Colorado,2013,6,1,47.1,1.66,0.42
Colorado,2013,6,1,34.9,0.99,-0.32
New Mexico,2013,6,1,55.3,1.08,-5.15
New Mexico,2013,6,1,43.5,0.47,-4.86
Texas,2013,6,1,66.9,2.23,-7.39
Texas,2013,6,1,56.9,1.28,-7.08
Oklahoma,2013,6,1,61.8,2.79,-5.15
Oklahoma,2013,6,1,50,4.38,-3.1
Kansas,2013,6,1,57.5,1.6,-2.99
Kansas,2013,6,1,43.7,2.5,-1.73
Nebraska,2013,6,1,52.7,1.92,4.42
Nebraska,2013,6,1,38.2,0.48,3.44
Iowa,2013,6,1,53.4,0.74,-1.55
Iowa,2013,6,1,39.4,2.08,-2.03
Missouri,2013,6,1,57.3,1.21,-1.99
Missouri,2013,6,1,47.4,5.72,-0.7
Arkansas,2013,6,1,60.6,2.54,-2.64
Arkansas,2013,6,1,53.4,8.45,-0.5
Louisiana,2013,6,1,65.5,0.9,-4.35
Louisiana,2013,6,1,59.7,3.69,-4.53
Mississippi,2013,6,1,61.3,1.11,-0.52
Mississippi,2013,6,1,56.1,4.1,-0.64
Tennessee,2013,6,1,56.8,2.55,0.81
Tennessee,2013,6,1,51,7.56,2.36
Kentucky,2013,6,1,55.6,2.94,3.02
Kentucky,2013,6,1,49.9,7.58,4.09
Illinois,2013,6,1,55.2,1.8,0.19
Illinois,2013,6,1,45.8,5.17,1.11
Wisconsin,2013,6,1,49.8,1.51,-0.75
Wisconsin,2013,6,1,36.7,1.95,-1.44
Michigan,2013,6,2,49.7,3.37,1.28
Michigan,2013,6,1,39.9,3.19,1.45
Indiana,2013,6,1,53.9,3.29,2.58
Indiana,2013,6,1,46.9,6.21,3.61
Ohio,2013,6,1,52.7,4.36,4.44
Ohio,2013,6,1,46.9,5.42,5.5
Pennsylvania,2013,6,1,50.8,4.96,5.93
Pennsylvania,2013,6,1,44.9,3.94,5.6
New York,2013,6,1,49.6,4.61,6.46
New York,2013,6,1,43.1,2.98,4.99
Maine,2013,6,1,47.6,4.97,4.23
Maine,2013,6,1,38.8,2.49,1.82
New Hampshire,2013,6,1,48.2,6.22,4.99
New Hampshire,2013,6,1,40.2,3.41,3.49
Vermont,2013,6,1,47.7,4.48,6.31
Vermont,2013,6,1,40.2,2.06,3.53
Massachusetts,2013,6,1,52.6,7.26,4.74
Massachusetts,2013,6,1,45.4,3.76,3.75
Connecticut,2013,6,1,53.4,5.6,4.13
Connecticut,2013,6,0,45.9,3.57,3.02
Rhode Island,2013,6,1,54.9,7.47,3.93
Rhode Island,2013,6,1,47.8,4.52,3.49
New Jersey,2013,6,1,55.9,4.19,4.21
New Jersey,2013,6,2,48.9,3.83,3.74
Delaware,2013,6,0,57.2,2.76,0.49
Delaware,2013,6,0,50.8,3.62,0.98
Maryland,2013,6,1,55.9,3.67,2.87
Maryland,2013,6,1,49.5,3.42,2.83
West Virginia,2013,6,1,52.2,4.87,2.84
West Virginia,2013,6,1,46.7,4.54,3.26
Virginia,2013,6,1,55.5,3.78,1.54
Virginia,2013,6,1,49.4,3.86,1.81
North Carolina,2013,6,1,58.2,2.88,-1.69
North Carolina,2013,6,1,52.4,4.33,-0.64
South Carolina,2013,6,1,61.1,2.25,-4.36
South Carolina,2013,6,1,55.3,2.85,-4.15
Georgia,2013,6,1,61.6,2.59,-4.53
Georgia,2013,6,1,56.2,2.83,-4.3
Alabama,2013,6,1,60.6,0.79,-1.8
Alabama,2013,6,1,55.3,4.13,-1.46
Florida,2013,6,1,70.5,5.73,-3.27
Florida,2013,6,1,66.4,1.41,-4.04
California,2013,8,1,42.8,0.47,-1.53
California,2013,8,1,46.5,3.12,-2.27
Oregon,2013,8,1,32.6,2.54,-2.16
Oregon,2013,8,1,34.4,5.82,-1.07
Washington,2013,8,1,31,3.2,-1.86
Washington,2013,8,1,30.7,6.35,-1.4
Montana,2013,8,1,26.2,0.81,1.45
Montana,2013,8,1,25.1,1.23,0.65
Idaho,2013,8,1,24.8,1.53,-0.33
Idaho,2013,8,1,26.8,3.33,-0.35
North Dakota,2013,8,1,23.1,0.32,5.35
North Dakota,2013,8,0,20,0.33,4.46
Nevada,2013,8,1,30.9,0.11,-0.77
Nevada,2013,8,1,35,0.94,-1.74
Arizona,2013,8,1,39.9,1.55,-1.7
Arizona,2013,8,1,45.3,0.26,-2.67
Utah,2013,8,1,26.8,0.51,2.29
Utah,2013,8,1,31,0.97,1.32
South Dakota,2013,8,1,26.8,0.26,3.66
South Dakota,2013,8,1,25.4,0.41,3.11
Wyoming,2013,8,1,21,0.84,1.44
Wyoming,2013,8,1,25.1,0.92,0.94
Minnesota,2013,8,1,22.7,0.47,-3.21
Minnesota,2013,8,1,18.4,0.56,-3.63
Colorado,2013,8,1,24.4,0.91,-0.53
New Mexico,2013,8,1,31.4,1.83,-2.03
New Mexico,2013,8,1,38.6,0.28,-2.76
Texas,2013,8,1,46.1,2.86,-5.38
Texas,2013,8,1,50.5,2.27,-4.45
Oklahoma,2013,8,1,39.9,2.48,-1.78
Oklahoma,2013,8,1,42.7,1.86,-0.83
Kansas,2013,8,1,33.1,2.26,0.31
Kansas,2013,8,1,36.1,0.07,-0.54
Nebraska,2013,8,1,28.7,0.59,3.14
Nebraska,2013,8,1,30.4,0.16,2.2
Iowa,2013,8,1,29.1,2.08,-1.16
Iowa,2013,8,0,26.5,0.57,-1.64
Missouri,2013,8,1,37.4,3.74,0.54
Missouri,2013,8,1,36.3,1.3,0.14
Arkansas,2013,8,1,43.3,6.97,1.42
Arkansas,2013,8,1,44.6,2.92,0.68
Louisiana,2013,8,1,51.3,5.51,-4.15
Louisiana,2013,8,1,55.2,4.7,-3.97
Mississippi,2013,8,1,48,6.11,-0.16
Mississippi,2013,8,1,50.8,4.23,-0.78
Tennessee,2013,8,1,42.8,6.29,2.53
Tennessee,2013,8,1,42.4,4.88,2.01
Kentucky,2013,8,1,41.1,4.95,4.08
Kentucky,2013,8,0,38.7,3.8,3.38
Illinois,2013,8,1,35.9,3.35,1.75
Illinois,2013,8,1,31.9,1.89,1.61
Wisconsin,2013,8,1,25.7,1.45,-1.31
Wisconsin,2013,8,1,20.8,1.02,-0.99
Michigan,2013,8,1,29.9,1.87,1.36
Michigan,2013,8,1,25.1,2.22,1.64
Indiana,2013,8,1,36.6,4.59,4.02
Indiana,2013,8,1,32.4,3.4,3.98
Ohio,2013,8,1,36.9,4.27,5.84
Ohio,2013,8,1,32.1,3.38,5.64
Pennsylvania,2013,8,1,35.3,3.78,5.34
Pennsylvania,2013,8,1,30,3.36,5.05
New York,2013,8,1,31.8,3.44,4.67
New York,2013,8,1,26,3.29,4.7
Maine,2013,8,1,26,3.49,1.34
Maine,2013,8,1,18.2,3.1,1
New Hampshire,2013,8,1,29.4,4.23,3.48
New Hampshire,2013,8,1,22.7,3.21,2.94
Vermont,2013,8,1,27.9,3.56,3.23
Vermont,2013,8,1,21.4,2.95,2.77
Massachusetts,2013,8,1,35.8,4.45,3.62
Massachusetts,2013,8,1,30.5,3.22,2.82
Connecticut,2013,8,0,36.9,4.53,2.87
Connecticut,2013,8,0,31.7,2.86,1.89
Rhode Island,2013,8,1,39,3.99,2.82
Rhode Island,2013,8,1,33.5,3.3,1.99
New Jersey,2013,8,1,40.5,4.21,3.55
New Jersey,2013,8,1,35.6,2.78,2.54
Delaware,2013,8,0,43.4,3.14,0.78
Delaware,2013,8,0,39.3,2.12,-0.25
Maryland,2013,8,1,41.8,3.65,2.69
Maryland,2013,8,1,37.5,2.27,1.3
West Virginia,2013,8,1,38.5,3.81,3.09
West Virginia,2013,8,1,34.9,3.09,2.39
Virginia,2013,8,1,42.5,3.63,1.8
Virginia,2013,8,1,38.9,2.26,0.44
North Carolina,2013,8,1,46.9,2.44,-1.55
North Carolina,2013,8,1,43.9,2.86,-2.25
South Carolina,2013,8,1,50.7,1.95,-4.68
South Carolina,2013,8,1,48.3,2.19,-5.06
Georgia,2013,8,1,51.3,3.23,-4.36
Georgia,2013,8,1,50,3.04,-4.49
Alabama,2013,8,1,49.3,5.04,-1.3
Alabama,2013,8,1,50.1,5.44,-1.04
Florida,2013,8,1,62.8,1.74,-4.55
Florida,2013,8,1,59.3,1.13,-4.84
California,2013,9,1,46.5,1.22,-3.18
Oregon,2013,9,1,34.7,2.9,-1.66
Washington,2013,9,1,34.5,4.76,-1.2
Montana,2013,9,1,24.9,0.95,-0.1
Idaho,2013,9,1,28,1.78,-1.08
North Dakota,2013,9,0,21,0.51,4.18
Nevada,2013,9,1,34.6,0.53,-2.26
Arizona,2013,9,1,45.6,0.43,-2.94
Utah,2013,9,1,31.7,1.04,0.56
South Dakota,2013,9,1,25.7,1.13,3.91
Wyoming,2013,9,1,22.7,1.29,1.34
Minnesota,2013,9,1,22.4,1.18,-3.47
Colorado,2013,9,1,29.4,0.69,-0.95
New Mexico,2013,9,1,38.2,0.36,-2.96
Texas,2013,9,4,51.8,2.29,-3.38
Oklahoma,2013,9,1,43.8,1.86,-0.23
Kansas,2013,9,1,37.1,1.81,0.69
Nebraska,2013,9,1,29.3,1.34,3.18
Iowa,2013,9,1,29.6,1.68,-0.41
Missouri,2013,9,1,39.9,2.3,0.4
Arkansas,2013,9,0,47.2,3.03,-0.08
Louisiana,2013,9,1,56.1,7.4,-2.05
Mississippi,2013,9,1,52.2,5.72,-0.46
Tennessee,2013,9,1,44.5,2.9,0.21
Kentucky,2013,9,1,41.2,2.32,1.77
Illinois,2013,9,1,35.8,1.48,0.99
Wisconsin,2013,9,1,26.6,1.29,-0.16
Michigan,2013,9,1,28.4,1.31,1.05
Indiana,2013,9,1,35.4,1.54,2.78
Ohio,2013,9,1,35.1,1.62,4.28
Pennsylvania,2013,9,1,34.3,1.5,3.1
New York,2013,9,1,29.9,1.27,2.49
Maine,2013,9,1,21.4,1.76,-0.37
New Hampshire,2013,9,1,26.9,1.14,0.6
Vermont,2013,9,4,25.6,1.22,0.72
Massachusetts,2013,9,1,33.6,1.08,0.27
Connecticut,2013,9,6,35,1.09,-0.55
Rhode Island,2013,9,1,35.7,1.17,-0.47
New Jersey,2013,9,1,38.9,1.33,0.23
Delaware,2013,9,0,41.1,2.21,-0.98
Maryland,2013,9,1,40.5,2.11,-0.05
West Virginia,2013,9,1,37.7,2.3,0.99
Virginia,2013,9,1,41.9,2.54,-0.6
North Carolina,2013,9,1,45.8,2.22,-2.74
South Carolina,2013,9,1,50.7,2.23,-5.37
Georgia,2013,9,1,52.8,2.92,-4.67
Alabama,2013,9,1,52.1,4.49,-1.44
Florida,2013,9,1,64.3,2.53,-4.96
California,2013,11,1,49,2.19,-1.36
Oregon,2013,11,1,39.5,3.57,-1.88
Washington,2013,11,1,40.9,3.72,-1.77
Montana,2013,11,1,36.2,0.74,-2.01
Idaho,2013,11,1,35.2,1.86,-2.16
North Dakota,2013,11,1,31.6,0.76,4.85
Nevada,2013,11,1,39.9,0.94,-1.52
Arizona,2013,11,1,49.2,1.03,1.22
Utah,2013,11,2,38,1.3,-0.9
South Dakota,2013,11,1,36.3,1.19,6.49
Wyoming,2013,11,1,34.2,1.11,-1.29
Minnesota,2013,11,2,35.8,0.95,1.07
Colorado,2013,11,1,35.2,1.74,1.53
New Mexico,2013,11,1,43.1,1,1.89
Texas,2013,11,3,54.8,1.87,2.97
Oklahoma,2013,11,1,49,2.03,2.1
Kansas,2013,11,1,44.2,2.08,4.19
Nebraska,2013,11,1,39.7,1.69,5.79
Iowa,2013,11,1,38.4,1.72,3.91
Missouri,2013,11,1,45,3.35,4.08
Arkansas,2013,11,2,50.5,2.99,3.34
Louisiana,2013,11,4,55.1,2.42,0.97
Mississippi,2013,11,6,52.3,3.89,1.34
Tennessee,2013,11,1,47.2,3.88,0.68
Kentucky,2013,11,2,46.5,2.69,-0.6
Illinois,2013,11,1,43.8,2.74,3.44
Wisconsin,2013,11,1,37.5,0.73,-1.18
Michigan,2013,11,1,37.6,0.73,-2.12
Indiana,2013,11,1,43.6,3.1,0.43
Ohio,2013,11,1,42.2,2.85,-0.76
Pennsylvania,2013,11,1,42,3.57,0.78
New York,2013,11,1,38.2,3.64,0.76
Maine,2013,11,1,34.6,5.11,3.48
New Hampshire,2013,11,1,37,7.42,4.77
Vermont,2013,11,1,35.9,3.94,2.6
Massachusetts,2013,11,1,41.4,10.54,5.07
Connecticut,2013,11,3,43,9.95,3.59
Rhode Island,2013,11,1,43.6,14.76,6.2
New Jersey,2013,11,1,46.2,8.67,4.75
Delaware,2013,11,1,48.1,6.46,4.76
Maryland,2013,11,1,47.5,4.99,3.49
West Virginia,2013,11,1,43.4,3.44,0.54
Virginia,2013,11,2,47.4,4.61,3.68
North Carolina,2013,11,1,49.5,4.06,2.13
South Carolina,2013,11,1,52.2,3.06,1.39
Georgia,2013,11,1,52.1,3.68,2.17
Alabama,2013,11,3,51.2,5.07,3.14
Florida,2013,11,1,59,5.87,2.52
California,2013,12,1,50.9,3.47,1.03
Oregon,2013,12,1,42,3.89,0.58
Washington,2013,12,1,44.6,4.04,-0.07
Montana,2013,12,1,41.6,2.08,-1.49
Idaho,2013,12,1,40,2.64,-0.69
North Dakota,2013,12,1,47.2,1.58,4.47
Nevada,2013,12,3,44.2,1.27,-0.23
Arizona,2013,12,1,56.1,0.27,1.53
Utah,2013,12,5,44.7,1.39,-0.25
