STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 0,Insufficient Data,Aug-12-2017,32,2016-17
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 0,Insufficient Data,Aug-12-2017,32,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Aug-05-2017,31,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Aug-12-2017,32,2016-17
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Aug-12-2017,32,2016-17
Connecticut,http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 0,Insufficient Data,Aug-12-2017,32,2016-17
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 0,Insufficient Data,Aug-19-2017,33,2016-17
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 0,Insufficient Data,Aug-19-2017,33,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Aug-19-2017,33,2016-17
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Aug-19-2017,33,2016-17
Connecticut,http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 0,Insufficient Data,Aug-19-2017,33,2016-17
Connecticut,http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 0,Insufficient Data,Aug-26-2017,34,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Aug-26-2017,34,2016-17
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 0,Insufficient Data,Aug-26-2017,34,2016-17
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 0,Insufficient Data,Aug-26-2017,34,2016-17
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Aug-26-2017,34,2016-17
Connecticut,http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 0,Insufficient Data,Sep-02-2017,35,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-02-2017,35,2016-17
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 0,Insufficient Data,Sep-02-2017,35,2016-17
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 0,Insufficient Data,Sep-02-2017,35,2016-17
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Sep-02-2017,35,2016-17
Connecticut,http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 0,Insufficient Data,Sep-09-2017,36,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-09-2017,36,2016-17
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 0,Insufficient Data,Sep-09-2017,36,2016-17
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 0,Insufficient Data,Sep-09-2017,36,2016-17
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Sep-09-2017,36,2016-17
Connecticut,http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 0,Insufficient Data,Sep-16-2017,37,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-16-2017,37,2016-17
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 0,Insufficient Data,Sep-16-2017,37,2016-17
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 0,Insufficient Data,Sep-16-2017,37,2016-17
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Sep-16-2017,37,2016-17
Connecticut,http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 0,Insufficient Data,Sep-23-2017,38,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-23-2017,38,2016-17
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 0,Insufficient Data,Sep-23-2017,38,2016-17
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 0,Insufficient Data,Sep-23-2017,38,2016-17
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Sep-23-2017,38,2016-17
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-30-2017,39,2016-17
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 0,Insufficient Data,Sep-30-2017,39,2016-17
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 0,Insufficient Data,Sep-30-2017,39,2016-17
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Sep-30-2017,39,2016-17
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Oct-07-2017,40,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Oct-14-2017,41,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Oct-21-2017,42,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Oct-28-2017,43,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Nov-04-2017,44,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Nov-11-2017,45,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Dec-02-2017,48,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Dec-09-2017,49,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Dec-23-2017,51,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Dec-30-2017,52,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jan-13-2018,2,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jan-27-2018,4,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Feb-03-2018,5,2017-18
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jun-09-2012,23,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Jun-16-2012,24,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jun-16-2012,24,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Jun-23-2012,25,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jun-23-2012,25,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Jun-30-2012,26,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jun-30-2012,26,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Jun-30-2012,26,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Jun-16-2012,24,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jun-16-2012,24,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Jun-23-2012,25,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jun-23-2012,25,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Jun-30-2012,26,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jun-30-2012,26,2011-12
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Jul-07-2012,27,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Jul-07-2012,27,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Jul-07-2012,27,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jul-07-2012,27,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jul-07-2012,27,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Jul-14-2012,28,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Jul-14-2012,28,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jul-14-2012,28,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Jul-07-2012,27,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Jul-14-2012,28,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jul-14-2012,28,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Jul-21-2012,29,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jul-21-2012,29,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Jul-21-2012,29,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jul-21-2012,29,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Jul-28-2012,30,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Jul-28-2012,30,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Jul-28-2012,30,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Jul-21-2012,29,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Jul-28-2012,30,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Jul-28-2012,30,2011-12
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Aug-04-2012,31,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Aug-04-2012,31,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Aug-04-2012,31,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Aug-04-2012,31,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Aug-04-2012,31,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Aug-04-2012,31,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Aug-11-2012,32,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Aug-11-2012,32,2011-12
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Aug-11-2012,32,2011-12
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 0,Insufficient Data,Aug-11-2012,32,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Aug-11-2012,32,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Aug-11-2012,32,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Aug-11-2012,32,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Aug-18-2012,33,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Aug-18-2012,33,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Aug-18-2012,33,2011-12
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Aug-18-2012,33,2011-12
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 0,Insufficient Data,Aug-18-2012,33,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Aug-18-2012,33,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Aug-18-2012,33,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Aug-25-2012,34,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Aug-25-2012,34,2011-12
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Aug-25-2012,34,2011-12
Iowa,http://idph.iowa.gov/influenza/surveillance,Iowa Influenza Surveillance Network,Level 0,Insufficient Data,Aug-25-2012,34,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Aug-25-2012,34,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Aug-25-2012,34,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Aug-25-2012,34,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Sep-01-2012,35,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-01-2012,35,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Sep-01-2012,35,2011-12
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Sep-01-2012,35,2011-12
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 0,Insufficient Data,Sep-01-2012,35,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Sep-01-2012,35,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Sep-01-2012,35,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Sep-08-2012,36,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Sep-08-2012,36,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-08-2012,36,2011-12
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Sep-08-2012,36,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Sep-08-2012,36,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Sep-08-2012,36,2011-12
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Sep-15-2012,37,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Sep-15-2012,37,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-15-2012,37,2011-12
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 0,Insufficient Data,Sep-15-2012,37,2011-12
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 0,Insufficient Data,Sep-15-2012,37,2011-12
Virgin Islands,http://doh.vi.gov/,Influenza,Level 0,Insufficient Data,Sep-15-2012,37,2011-12
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 0,Insufficient Data,Sep-22-2012,38,2011-12
District of Columbia,http://doh.dc.gov/page/influenza-season,Influenza Information,Level 0,Insufficient Data,Sep-22-2012,38,2011-12
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 0,Insufficient Data,Sep-22-2012,38,2011-12
